순위,단어,품사,풀이,등급
1377.0,박사01,명,博士,B
3148.0,박수02,명,拍手,B
8375.0,박스,명,box,B
2801.0,박히다,동,,C
257.0,밖,명,,A
834.0,반07,명,半,A
933.0,반11,명,班,A
1868.0,반갑다,형,,A
8377.0,반기다,동,,C
1218.0,반대03,명,反對,B
9144.0,반대편,명,反對便,C
2039.0,반대하다01,동,反對-,B
781.0,반드시,부,,B
11775.0,반말,명,半-,C
1097.0,반면02,명,反面,C
3351.0,반발01,명,反撥,C
4273.0,반복되다,동,反復-,C
4341.0,반복하다01,동,反復-,B
3809.0,반성01,명,反省,C
4342.0,반성하다01,동,反省-,C
2214.0,반영하다,동,反映-,C
1309.0,반응,명,反應,C
2314.0,반장08,명,班長,B
6059.0,반죽,명,,C
6060.0,반지02,명,半指,B
9570.0,반짝거리다,동,,C
7246.0,반짝이다,동,,C
3352.0,반찬,명,飯饌,B
2961.0,반하다03,동,反-,B
47.0,받다01,동,선물을 ~,A
787.0,받아들이다,동,,B
7013.0,받침,명,,B
564.0,발01,명,신체의 일부,A
4602.0,발가락,명,,B
3986.0,발걸음,명,,C
2925.0,발견01,명,發見,B
1638.0,발견되다,동,發見-,B
826.0,발견하다01,동,發見-,B
3987.0,발길,명,,C
7521.0,발끝,명,,C
1369.0,발달,명,發達,B
5490.0,발달되다,동,發達-,C
982.0,발달하다,동,發達-,B
7776.0,발등,명,,B
3690.0,발레,명,&프ballet,C
5211.0,발목01,명,,B
9145.0,발바닥,명,,C
2768.0,발생,명,發生,B
746.0,발생하다,동,發生-,B
5491.0,발음01,명,發音,A
16889.0,발음하다01,동,發音-,B
4796.0,발자국,명,,C
416.0,발전01,명,發展,B
4274.0,발전02,명,發電,C
5010.0,발전되다,동,發展-,C
983.0,발전하다01,동,發展-,B
9146.0,발톱,명,,C
1231.0,발표01,명,發表,B
2962.0,발표되다,동,發表-,C
835.0,발표하다,동,發表-,B
2040.0,발휘하다,동,發揮-,C
8753.0,밝다,동,,B
1322.0,밝다,형,,A
9148.0,밝아지다,동,,C
3929.0,밝혀내다,동,,C
1362.0,밝혀지다,동,,C
230.0,밝히다,동,,B
1919.0,밟다,동,,B
276.0,밤01,명,어두운 때,A
6062.0,밤02,명,열매,B
10041.0,밤낮,명,,B
5212.0,밤늦다,형,,B
7778.0,밤새02,명,~ 안녕하셨습니까,C
9149.0,밤새다,동,,B
9572.0,밤새우다,동,,C
8076.0,밤색,명,-色,C
8754.0,밤중,명,-中,B
5351.0,밤하늘,명,,C
353.0,밥01,명,~을 먹다,A
4426.0,밥그릇,명,,B
8077.0,밥맛,명,,B
3235.0,밥상,명,-床,C
8381.0,밥솥,명,,B
318.0,방07,명,房,A
2802.0,방금01,부,方今,B
6590.0,방면01,명,方面,C
4427.0,방문02,명,房門,B
1806.0,방문03,명,訪問,B
1945.0,방문하다,동,訪問-,B
6413.0,방바닥,명,房-,C
179.0,방법,명,方法,B
538.0,방송01,명,放送,B
2004.0,방송국,명,放送局,B
5011.0,방송사,명,放送社,C
6796.0,방송하다01,동,放送-,C
454.0,방식01,명,方式,C
955.0,방안01,명,方案,C
5213.0,방울01,명,물~,C
5492.0,방울02,명,~이 울리다,C
3353.0,방지04,명,防止,C
5012.0,방지하다01,동,防止-,C
1581.0,방학,명,放學,A
4275.0,방해01,명,妨害,C
4896.0,방해하다,동,妨害-,C
484.0,방향01,명,方向,B
1554.0,밭01,명,,B
850.0,배01,명,신체의 일부,A
462.0,배02,명,~를 띄우다,A
5215.0,배03,명,열매,A
918.0,배09,명,倍,C
1214.0,배경01,명,背景,B
5905.0,배고프다,형,,A
10043.0,배구06,명,排球,B
7523.0,배꼽,명,,B
3354.0,배다01,동,땀이 ~,C
7249.0,배달02,명,配達,B
8756.0,배드민턴,명,badminton,B
8757.0,배부르다,형,,A
2197.0,배우01,명,俳優,B
441.0,배우다01,동,,A
8079.0,배우자02,명,配偶者,C
4129.0,배추01,명,,B
20677.0,배추김치,명,,C
6063.0,배치03,명,配置,C
15575.0,백05,수,百,A
2410.0,백05,관,百,A
,백두산,고,白頭山,C
6240.0,백색01,명,白色,C
1601.0,백성,명,百姓,C
6064.0,백인01,명,白人,C
,백제,고,百濟,C
1974.0,백화점,명,百貨店,A
4897.0,뱀,명,,B
2471.0,뱃사람,명,,C
4797.0,뱉다,동,,C
4696.0,버려지다,동,,C
2383.0,버릇01,명,,B
704.0,버리다01,동,,B
121.0,버리다01,보,,A
5906.0,버섯02,명,,B
719.0,버스02,명,bus,A
3470.0,버터,명,butter,B
8759.0,버튼,명,button,B
2525.0,버티다,동,,C
138.0,번04,의,番,A
5619.0,번개01,명,,C
6415.0,번거롭다,형,,C
7250.0,번역,명,飜譯,B
10051.0,번역하다,동,飜譯-,C
9578.0,번지03,명,番地,C
774.0,번째,의,番-,B
4276.0,번호02,명,番號,A
4898.0,벌02,의,옷 한 ~,C
5216.0,벌03,명,곤충,C
3408.0,벌06,명,罰,C
4203.0,벌금,명,罰金,C
1087.0,벌다02,동,돈을 ~,B
3810.0,벌떡,부,,C
3988.0,벌레01,명,,B
2628.0,벌리다01,동,입을 ~,B
686.0,벌써,부,,A
4798.0,벌어지다01,동,틈이 ~,C
1498.0,벌어지다02,동,싸움이 ~,B
627.0,벌이다,동,,B
1582.0,범위,명,範圍,C
3001.0,범인02,명,犯人,C
1232.0,범죄,명,犯罪,C
603.0,법01,명,法,B
1252.0,법01,의,法,B
1751.0,법률,명,法律,C
1881.0,법원01,명,法院,C
6592.0,법적01,명,法的,C
1219.0,법칙,명,法則,C
2499.0,벗기다02,동,,B
1104.0,벗다,동,,A
8388.0,베개,명,,B
3750.0,베다02,동,목을 ~,C
,베이징(북경),고,北京,B
6593.0,벤치,명,bench,C
8389.0,벨트,명,belt,B
4277.0,벼01,명,,C
1199.0,벽06,명,壁,B
5108.0,변경04,명,變更,C
3002.0,변동,명,變動,C
5352.0,변명01,명,辨明,C
5755.0,변신01,명,變身,C
690.0,변하다,동,變-,B
3280.0,변호사,명,辯護士,B
294.0,변화,명,變化,B
5620.0,변화되다,동,變化-,C
1975.0,변화하다,동,變化-,B
1346.0,별01,명,,A
2681.0,별02,관,別,B
3471.0,별다르다,형,別-,C
2335.0,별도01,명,別途,C
801.0,별로01,부,別-,B
4345.0,별명01,명,別名,C
7784.0,별일,명,別-,C
1306.0,병04,명,病,A
1976.0,병05,명,甁,A
4429.0,병들다,동,病-,B
7524.0,병실02,명,病室,C
10058.0,병아리,명,,C
628.0,병원02,명,病院,A
2926.0,보고03,명,報告,B
2629.0,보고서,명,報告書,B
3869.0,보고하다02,동,報告-,C
5217.0,보관01,명,保管,C
2630.0,보관하다,동,保管-,B
265.0,보내다,동,,A
7785.0,보내오다,동,,C
4799.0,보너스,명,bonus,C
21.0,보다01,보,,A
17.0,보다01,동,,A
862.0,보다02,부,한층 더,A
1855.0,보도04,명,報道,C
4514.0,보도되다,동,報道-,C
2062.0,보도하다02,동,報道-,C
16935.0,보라색,명,-色,C
2682.0,보람,명,,B
5493.0,보름01,명,,C
4515.0,보리01,명,,C
5218.0,보살피다,동,,C
3811.0,보상02,명,補償,C
5911.0,보수06,명,保守,C
6597.0,보수11,명,補修,C
8768.0,보수적,명,保守的,C
5912.0,보안01,명,保安,C
5219.0,보완하다,동,補完-,C
93.0,보이다01,동,'보다'의 피동사,B
168.0,보이다02,동,'보다'의 사동사,B
5353.0,보자기02,명,褓-,C
3356.0,보장01,명,保障,C
3751.0,보장되다,동,保障-,C
3236.0,보장하다01,동,保障-,C
4346.0,보전03,명,保全,C
4060.0,보조02,명,補助,C
4607.0,보존,명,保存,C
5220.0,보존하다,동,保存-,C
6802.0,보충하다,동,補充-,C
1794.0,보통,부,普通,B
1392.0,보통,명,普通,A
3472.0,보편적,명,普遍的,C
2411.0,보험,명,保險,B
945.0,보호01,명,保護,B
4608.0,보호되다,동,保護-,C
1639.0,보호하다,동,保護-,C
4205.0,복13,명,福,C
2574.0,복도04,명,複道,B
8085.0,복사09,명,複寫,B
23452.0,복사기,명,複寫機,C
8391.0,복사하다03,동,複寫-,B
13378.0,복숭아,명,,C
18638.0,복습,명,復習,B
16943.0,복습하다,동,復習-,B
1347.0,복잡하다,형,複雜-,A
1698.0,볶다,동,,B
10549.0,볶음,명,,C
8090.0,볶음밥,명,,B
6068.0,본03,관,本,C
1592.0,본격적,명,本格的,C
2158.0,본래,명,本來,B
4516.0,본부03,명,本部,C
6069.0,본사03,명,本社,C
2831.0,본성02,명,本性,C
4279.0,본인,명,本人,C
2128.0,본질02,명,本質,C
3752.0,볼01,명,뺨,C
10551.0,볼링,명,bowling,C
6603.0,볼일,명,,B
9583.0,볼펜02,명,ball pen,A
972.0,봄01,명,,A
4206.0,봉사03,명,奉仕,C
7527.0,봉사하다01,동,奉仕-,C
5496.0,봉지06,명,封紙,B
2741.0,봉투02,명,封套,B
4903.0,뵈다01,동,보이다,B
5914.0,뵈다02,동,웃어른을 보다,B
4609.0,뵙다,동,,B
2526.0,부15,의,部,B
5915.0,부15,명,部,C
4517.0,부17,명,富,C
2315.0,부근03,명,附近,B
6605.0,부끄러움,명,,B
2356.0,부끄럽다,형,,B
1202.0,부담01,명,負擔,C
3638.0,부담하다01,동,負擔-,C
2500.0,부대08,명,部隊,C
1574.0,부동산,명,不動産,B
1062.0,부드럽다,형,,B
2631.0,부딪치다,동,,B
5498.0,부딪히다,동,,C
5621.0,부러워하다,동,,B
4430.0,부러지다,동,,C
2412.0,부럽다,형,,B
227.0,부르다01,동,이름을 ~,A
6070.0,부르다02,형,배가 ~,B
665.0,부모01,명,父母,A
1160.0,부모님,명,父母-,A
1547.0,부문06,명,部門,C
977.0,부부03,명,夫婦,A
291.0,부분01,명,部分,B
3753.0,부분적,명,部分的,C
,부산,고,釜山,A
5356.0,부상05,명,負傷,C
4207.0,부서12,명,部署,C
3930.0,부서지다,동,,C
2159.0,부엌,명,,A
2096.0,부위04,명,部位,C
1619.0,부인01,명,夫人,A
7256.0,부인04,명,婦人,C
3150.0,부자08,명,富者,B
2683.0,부작용,명,副作用,B
9167.0,부잣집,명,富者-,B
2413.0,부장07,명,部長,B
5622.0,부재03,명,不在,C
1154.0,부정02,명,不正,C
3410.0,부정적,명,否定的,C
2963.0,부정하다06,동,否定-,C
1869.0,부족01,명,不足,B
1780.0,부족05,명,部族,B
1243.0,부족하다,형,不足-,B
10068.0,부지런하다,형,,B
5110.0,부지런히,부,,C
7789.0,부채01,명,,C
2472.0,부처04,명,部處,B
4611.0,부치다02,동,편지를 ~,B
5757.0,부친,명,父親,C
3582.0,부탁,명,付託,B
2927.0,부탁하다,동,付託-,B
3473.0,부품,명,部品,C
10070.0,부피,명,,C
3640.0,부회장,명,副會長,C
7023.0,북07,명,北,B
3411.0,북부01,명,北部,C
2179.0,북쪽,명,北-,A
,북한,고,北韓,B
499.0,분01,의,한 ~,A
302.0,분08,의,10시 20~,A
2595.0,분노,명,憤怒,C
3583.0,분량,명,分量,C
3412.0,분리04,명,分離,C
3812.0,분리되다,동,分離-,C
5359.0,분리하다03,동,分離-,C
2742.0,분명01,부,分明,B
958.0,분명하다01,형,分明-,C
9169.0,분명해지다,동,分明-,C
1462.0,분명히,부,分明-,B
959.0,분석02,명,分析,C
1555.0,분석하다02,동,分析-,B
517.0,분야,명,分野,C
425.0,분위기,명,雰圍氣,B
7258.0,분주하다05,형,奔走-,C
2527.0,분포하다02,동,分布-,C
33246.0,분필03,명,粉筆,C
11819.0,분홍색,명,粉紅色,C
506.0,불01,명,,A
1593.0,불가능하다,형,不可能-,B
3003.0,불가피하다,형,不可避-,C
3754.0,불고기,명,,A
3584.0,불과01,부,不過,C
934.0,불과하다,형,不過-,C
567.0,불교,명,佛敎,B
874.0,불구하다02,동,不拘-,C
4433.0,불꽃01,명,,B
1263.0,불다01,동,바람이 ~,A
2964.0,불러일으키다,동,,C
1383.0,불리다04,동,'부르다'의 피동사,B
3755.0,불리다07,동,물에 ~,C
4061.0,불리하다,형,不利-,C
1807.0,불만,명,不滿,B
1356.0,불법01,명,不法,C
7791.0,불법02,명,佛法,C
2501.0,불빛,명,,B
3188.0,불쌍하다,형,,B
1992.0,불안01,명,不安,B
2180.0,불안하다,형,不安-,B
4348.0,불어오다,동,,C
6812.0,불완전하다,형,不完全-,C
7026.0,불이익,명,不利益,C
4062.0,불편01,명,不便,C
1808.0,불편하다01,형,不便-,B
6813.0,불평01,명,不平,C
6072.0,불평등하다,형,不平等-,C
7027.0,불필요하다,형,不必要-,C
3756.0,불행,명,不幸,C
3318.0,불행하다,형,不幸-,B
8779.0,불확실하다,형,不確實-,C
1946.0,붉다01,형,,B
6815.0,붐비다,동,,C
8400.0,붓다01,동,얼굴이 ~,C
1841.0,붓다02,동,물을 ~,B
734.0,붙다,동,,B
5360.0,붙들다,동,,C
705.0,붙이다,동,,B
3530.0,붙잡다,동,,C
5759.0,붙잡히다,동,,C
5760.0,브랜드,명,brand,C
7795.0,블라우스,명,blouse,B
592.0,비01,명,~가 내리다,A
8401.0,비19,명,碑,C
2596.0,비교01,명,比較,B
1650.0,비교적,부,比較的,B
1508.0,비교하다,동,比較-,B
2336.0,비극,명,悲劇,C
10077.0,비기다01,동,,C
2684.0,비난,명,非難,C
6608.0,비누,명,,A
3039.0,비닐,명,vinyl,B
7262.0,비닐봉지,명,vinyl封紙,B
900.0,비다01,동,,C
10565.0,비둘기,명,,C
1882.0,비디오,명,video,A
1534.0,비로소,부,,C
2283.0,비롯되다,동,,C
863.0,비롯하다,동,,C
8781.0,비만01,명,肥滿,C
3757.0,비명02,명,悲鳴,C
1357.0,비밀,명,秘密,B
6249.0,비바람,명,,C
4063.0,비비다,동,,C
13411.0,비빔밥,명,,A
5500.0,비상01,명,非常,C
5501.0,비서05,명,秘書,B
760.0,비슷하다02,형,,A
1819.0,비싸다,형,,A
1170.0,비용03,명,費用,B
2097.0,비우다01,동,,C
5917.0,비웃다,동,,C
3040.0,비율02,명,比率,C
2528.0,비중01,명,比重,C
2198.0,비추다,동,,C
2129.0,비치다01,동,,C
5918.0,비키다,동,,B
6075.0,비타민,명,vitamin,B
1314.0,비판01,명,批判,C
7264.0,비판적,명,批判的,C
2384.0,비판하다,동,批判-,B
448.0,비하다,동,比-,C
6609.0,비행02,명,非行,C
3932.0,비행03,명,飛行,C
1171.0,비행기,명,飛行機,A
7536.0,비행장,명,飛行場,C
2898.0,빌다01,동,소원을 ~,B
6076.0,빌딩,명,building,B
1315.0,빌리다,동,,B
23601.0,빗01,명,~으로 빗다,B
4701.0,빗물,명,,B
8785.0,빗방울,명,,C
6610.0,빗줄기,명,,C
3813.0,빚,명,,C
816.0,빛,명,,B
3531.0,빛깔,명,,C
2005.0,빛나다,동,,C
6077.0,빠뜨리다,동,,C
613.0,빠르다,형,,A
1977.0,빠져나가다,동,,C
3357.0,빠져나오다,동,,C
1220.0,빠지다01,동,머리가 ~,B
717.0,빠지다02,동,물에 ~,B
9605.0,빨간색,명,-色,A
2385.0,빨갛다,형,,B
5223.0,빨다01,동,젖을 ~,C
5761.0,빨다02,동,옷을 ~,B
2632.0,빨래,명,,B
572.0,빨리,부,,A
2130.0,빵01,명,,A
5224.0,빼놓다,동,,C
998.0,빼다01,동,가시를 ~,B
3991.0,빼앗기다,동,,C
3642.0,빼앗다,동,,C
7266.0,뺏다,동,,C
3532.0,뺨,명,,B
3585.0,뻔하다01,보,,C
3476.0,뻔하다02,형,,C
2551.0,뻗다,동,,B
2216.0,뼈,명,,B
1238.0,뽑다,동,,B
3477.0,뽑히다,동,,C
1179.0,뿌리,명,,B
1348.0,뿌리다,동,,B
5502.0,뿌리치다,동,,C
177.0,뿐01,의,,B
11837.0,사11,수,四,A
244.0,사건01,명,事件,C
8407.0,사계절,명,四季節,B
691.0,사고12,명,事故,B
1947.0,사고14,명,思考,C
3237.0,사과05,명,沙果,A
4064.0,사과08,명,謝過,C
8408.0,사과하다02,동,謝過-,B
3238.0,사귀다,동,,C
6251.0,사기01,명,士氣,C
5919.0,사나이,명,,C
6426.0,사냥,명,,C
199.0,사다,동,,A
5362.0,사들이다,동,,C
844.0,사라지다,동,,B
12.0,사람,명,,A
373.0,사랑01,명,,A
7539.0,사랑스럽다,형,,B
764.0,사랑하다,동,,A
1400.0,사례05,명,事例,C
9611.0,사립04,명,私立,C
5626.0,사망04,명,死亡,C
6252.0,사망하다01,동,死亡-,C
5921.0,사모님,명,師母-,B
5762.0,사무05,명,事務,B
3870.0,사무소,명,事務所,C
1781.0,사무실,명,事務室,A
6253.0,사무직,명,事務職,C
1323.0,사물10,명,事物,B
3533.0,사방03,명,四方,C
5225.0,사상01,명,史上,C
9612.0,사생활,명,私生活,C
2743.0,사설04,명,社說,C
5763.0,사소하다01,형,些少-,C
5114.0,사슴01,명,,C
103.0,사실04,명,事實,B
673.0,사실04,부,事實,B
1883.0,사실상,부,事實上,C
15648.0,사십,수,四十,A
520.0,사업04,명,事業,B
7800.0,사업가,명,事業家,C
5503.0,사업자,명,事業者,C
1026.0,사용04,명,使用,B
1419.0,사용되다,동,使用-,B
2928.0,사용자,명,使用者,B
254.0,사용하다03,동,使用-,A
2965.0,사원04,명,社員,B
1006.0,사월02,명,四月,A
4702.0,사위01,명,,B
178.0,사이01,명,,A
9615.0,사이사이,명,,C
7801.0,사이좋다,형,,B
9616.0,사자11,명,獅子,B
1116.0,사장15,명,社長,A
2653.0,사전13,명,事前,C
7270.0,사전22,명,辭典,A
1155.0,사정07,명,事情,C
728.0,사진07,명,寫眞,A
9177.0,사진기02,명,寫眞機,B
3871.0,사촌,명,四寸,B
5226.0,사춘기,명,思春期,C
20886.0,사탕02,명,沙糖,A
8411.0,사투리,명,,C
5016.0,사표07,명,辭表,C
42.0,사회07,명,社會,B
6429.0,사회생활,명,社會生活,C
8791.0,사회자,명,司會者,C
1762.0,사회적,명,社會的,B
2929.0,사회주의,명,社會主義,C
6614.0,사회학,명,社會學,C
3151.0,사흘,명,,B
465.0,산01,명,山,A
9179.0,산길02,명,山-,C
7034.0,산부인과,명,産婦人科,C
2654.0,산소03,명,酸素,B
6078.0,산속,명,山-,B
392.0,산업,명,産業,C
4802.0,산책,명,散策,A
2234.0,살01,명,~을 빼다,B
581.0,살04,의,한 ~,A
55.0,살다01,동,,A
1088.0,살리다,동,,B
3534.0,살림01,명,,C
915.0,살아가다,동,,C
4066.0,살아나다,동,,C
2864.0,살아남다,동,,C
1720.0,살아오다,동,,C
2865.0,살인,명,殺人,C
2063.0,살짝01,부,,B
555.0,살펴보다,동,,B
1856.0,살피다01,동,,C
189.0,삶,명,,C
3004.0,삶다,동,,B
5923.0,삼06,수,三,A
5019.0,삼가다,동,,C
12569.0,삼계탕,명,蔘鷄湯,C
901.0,삼국,명,三國,C
676.0,삼다02,동,친구로 ~,C
18764.0,삼십,수,三十,A
1117.0,삼월,명,三月,A
5117.0,삼촌,명,三寸,B
3643.0,삼키다,동,,C
3116.0,상02,명,上,C
5764.0,상04,명,床,C
3283.0,상23,명,像,C
3872.0,상25,명,賞,B
4615.0,상관03,명,相關,C
3934.0,상관없다,형,相關-,C
5365.0,상관없이,부,相關-,C
8416.0,상금04,명,賞金,C
3478.0,상담01,명,相談,C
3413.0,상당04,명,相當,C
5118.0,상당수,명,相當數,C
1920.0,상당하다02,형,相當-,C
1602.0,상당히,부,相當-,C
1192.0,상대04,명,相對,B
1536.0,상대방02,명,相對方,B
4436.0,상대성,명,相對性,C
1721.0,상대적,명,相對的,C
5505.0,상대편,명,相對便,C
4906.0,상류,명,上流,C
5227.0,상반기,명,上半期,C
1664.0,상상07,명,想像,B
3284.0,상상력01,명,想像力,C
2832.0,상상하다03,동,想像-,B
1842.0,상식06,명,常識,C
3190.0,상업02,명,商業,C
3874.0,상인07,명,商人,C
3587.0,상자10,명,箱子,B
4281.0,상점,명,商店,C
5925.0,상징적,명,象徵的,C
3693.0,상징하다,동,象徵-,C
1752.0,상처02,명,傷處,B
9184.0,상추01,명,,B
5767.0,상쾌하다,형,爽快-,C
269.0,상태01,명,狀態,C
1843.0,상표02,명,商標,C
963.0,상품03,명,商品,B
2633.0,상하다02,동,傷-,B
263.0,상황02,명,狀況,C
3117.0,새01,명,사이,C
1089.0,새03,명,날짐승,A
466.0,새06,관,,A
3814.0,새기다01,동,문신을 ~,C
1329.0,새끼02,명,자식~,B
3358.0,새다01,동,비가 ~,C
968.0,새로,부,,B
6079.0,새로이,부,,C
180.0,새롭다,형,,C
1045.0,새벽01,명,,B
9628.0,새소리,명,,B
5367.0,새우02,명,,B
7036.0,새우다01,동,밤을 ~,C
3588.0,새해,명,,B
1358.0,색03,명,色,A
1603.0,색깔,명,色-,A
5926.0,색다르다,형,色-,C
20933.0,색연필,명,色鉛筆,C
3005.0,샌드위치,명,sandwich,A
5628.0,생02,명,生,C
75.0,생각01,명,,A
2064.0,생각나다,동,,B
1330.0,생각되다,동,,B
58.0,생각하다,동,,A
1763.0,생겨나다,동,,B
4803.0,생기01,명,生氣,C
253.0,생기다,동,,A
236.0,생명,명,生命,C
3042.0,생물01,명,生物,C
5020.0,생방송,명,生放送,C
582.0,생산,명,生産,C
3191.0,생산되다,동,生産-,C
2833.0,생산력,명,生産力,C
3994.0,생산자,명,生産者,C
1699.0,생산하다,동,生産-,C
2803.0,생선,명,生鮮,A
12576.0,생신02,명,生辰,B
1963.0,생일02,명,生日,A
174.0,생활,명,生活,A
10592.0,생활비,명,生活費,C
9631.0,생활수준,명,生活水準,C
10093.0,생활용품,명,生活用品,C
2552.0,생활하다,동,生活-,B
6824.0,생활환경,명,生活環境,B
8795.0,샤워,명,shower,A
1537.0,서구02,명,西歐,C
3240.0,서너,관,,B
5629.0,서늘하다,형,,C
206.0,서다01,동,,A
1620.0,서두르다,동,,B
7274.0,서랍,명,,B
311.0,서로01,부,,A
1610.0,서로01,명,,B
3006.0,서류02,명,書類,B
12580.0,서른,수,,A
6826.0,서명03,명,署名,C
7038.0,서명하다01,동,署名-,C
3815.0,서민,명,庶民,C
3479.0,서부01,명,西部,C
1331.0,서비스,명,service,B
2131.0,서서히,부,徐徐-,C
1057.0,서양,명,西洋,B
6082.0,서양인,명,西洋人,C
,서울,고,,A
,서울역,고,-驛,A
4805.0,서적02,명,書籍,C
5229.0,서점03,명,書店,A
3152.0,서쪽,명,西-,A
2502.0,서클,명,circle,C
8798.0,서투르다,형,,B
9632.0,서툴다,형,,C
4907.0,석02,관,~ 달,C
3816.0,석10,의,席,C
9634.0,석사01,명,碩士,C
2655.0,석유01,명,石油,B
1921.0,섞다,동,,B
2414.0,섞이다,동,,B
827.0,선14,명,線,C
300.0,선거04,명,選擧,C
4909.0,선명하다02,형,鮮明-,C
1741.0,선물03,명,膳物,A
14518.0,선물하다,동,膳物-,A
1122.0,선배,명,先輩,B
518.0,선생01,명,先生,A
204.0,선생님,명,先生-,A
831.0,선수05,명,選手,B
3875.0,선언하다,동,宣言-,C
5368.0,선원06,명,船員,C
2235.0,선장06,명,船長,C
5230.0,선전03,명,宣傳,C
3817.0,선정하다03,동,選定-,C
3995.0,선진03,명,先進,C
2025.0,선진국,명,先進國,C
2316.0,선택,명,選擇,B
1332.0,선택하다,동,選擇-,B
10100.0,선풍기,명,扇風機,B
4910.0,선호하다01,동,選好-,C
6435.0,설거지,명,,B
4704.0,설날,명,,B
4705.0,설득하다,동,說得-,C
23768.0,설렁탕,명,-湯,B
5231.0,설립하다,동,設立-,C
965.0,설명,명,說明,A
4616.0,설명되다,동,說明-,C
577.0,설명하다,동,說明-,A
4437.0,설문01,명,設問,C
5369.0,설사02,부,設使,C
,설악산,고,雪嶽山,A
2634.0,설치02,명,設置,C
2930.0,설치되다01,동,設置-,C
2098.0,설치하다01,동,設置-,C
2236.0,설탕,명,雪糖,A
1964.0,섬03,명,,B
4617.0,섭섭하다01,형,,C
9193.0,섭씨,명,攝氏,B
5768.0,성06,명,姓,B
1378.0,성07,명,性,C
4212.0,성08,명,城,C
404.0,성격02,명,性格,B
5631.0,성경03,명,聖經,C
2357.0,성공01,명,成功,B
4911.0,성공적,명,成功的,C
2082.0,성공하다,동,成功-,B
9637.0,성당03,명,聖堂,C
3153.0,성립되다,동,成立-,C
3936.0,성립하다,동,成立-,C
2712.0,성명10,명,聲明,C
8113.0,성별01,명,性別,B
4523.0,성숙하다,동,成熟-,C
3645.0,성실하다02,형,誠實-,C
3997.0,성인01,명,成人,B
1037.0,성장01,명,成長,C
2217.0,성장하다01,동,成長-,C
6619.0,성적01,명,性的,C
2444.0,성적04,명,成績,B
2866.0,성질,명,性質,C
18828.0,성함,명,姓銜,B
413.0,세01,관,~ 권,A
4618.0,세07,의,世,C
969.0,세13,의,歲,A
120.0,세계02,명,世界,B
2251.0,세계관,명,世界觀,C
2114.0,세계적,명,世界的,B
2160.0,세금01,명,稅金,B
406.0,세기03,명,世紀,B
3820.0,세다02,동,돈을 ~,C
3415.0,세다03,형,기운이 ~,B
1316.0,세대02,명,世代,C
4619.0,세련되다,형,洗練-,C
10105.0,세로01,명,,B
5930.0,세미나,명,seminar,C
258.0,세상01,명,世上,B
7811.0,세상에,감,世上-,C
6621.0,세수04,명,洗手,A
407.0,세우다01,동,,B
2386.0,세워지다,동,,B
1136.0,세월02,명,歲月,C
5931.0,세제04,명,洗劑,C
,세종대왕,고,世宗大王,C
8116.0,세탁,명,洗濯,B
8809.0,세탁기,명,洗濯機,A
18841.0,세탁소,명,洗濯所,B
5506.0,세트,명,set,C
10106.0,섹시하다,형,sexy-,C
4132.0,센터02,명,center,B
956.0,센티미터,의,centimeter,A
782.0,셈01,의,,C
2771.0,셋,수,,A
5023.0,셋째,관,,A
2834.0,셋째,수,,A
2415.0,소03,명,동물,B
3416.0,소개02,명,紹介,B
3360.0,소개되다,동,紹介-,B
1401.0,소개하다01,동,紹介-,A
4912.0,소규모,명,小規模,C
4524.0,소극적,명,消極的,C
1221.0,소금01,명,,A
7278.0,소나기01,명,,B
2083.0,소나무,명,,B
960.0,소녀02,명,少女,B
1078.0,소년01,명,少年,B
1665.0,소득,명,所得,C
80.0,소리01,명,,B
2656.0,소리치다,동,,B
5507.0,소망03,명,所望,C
3998.0,소매01,명,,C
1519.0,소문02,명,所聞,B
8117.0,소문나다,동,所聞-,B
3589.0,소박하다01,형,素朴-,C
2041.0,소비05,명,消費,C
775.0,소비자,명,消費者,B
10110.0,소비하다,동,消費-,C
604.0,소설03,명,小說,B
4438.0,소설가,명,小說家,B
2218.0,소속01,명,所屬,C
3821.0,소수08,명,少數,C
2713.0,소스01,명,sauce,B
9195.0,소시지,명,sausage,B
1079.0,소식04,명,消息,B
21016.0,소아과,명,小兒科,C
5633.0,소요되다,동,所要-,C
4525.0,소용07,명,所用,C
8118.0,소용없다,형,所用-,B
3876.0,소원04,명,所願,C
2598.0,소위06,부,所謂,C
1538.0,소유03,명,所有,C
2966.0,소유자,명,所有者,C
4352.0,소유하다01,동,所有-,C
3043.0,소음06,명,騷音,C
1499.0,소재05,명,素材,C
2772.0,소주05,명,燒酒,B
1993.0,소중하다,형,所重-,C
7280.0,소중히,부,所重-,C
6084.0,소지품,명,所持品,C
6260.0,소질03,명,素質,C
4073.0,소파06,명,sofa,A
11884.0,소포01,명,小包,B
5121.0,소풍02,명,逍風,A
1307.0,소프트웨어,명,software,C
4213.0,소형03,명,小型,C
5024.0,소홀히,부,疏忽-,C
4807.0,소화06,명,消化,C
5634.0,소화하다01,동,消化-,C
60.0,속01,명,,A
3481.0,속담,명,俗談,C
1072.0,속도01,명,速度,B
9645.0,속마음,명,,C
5932.0,속삭이다,동,,C
8120.0,속상하다02,형,-傷-,C
5122.0,속옷,명,,B
4074.0,속이다,동,,C
1436.0,속하다02,동,屬-,B
185.0,손01,명,신체의 일부,A
